sessionId (id),page (text),latency (int),timeOnPage (float)
38edf1a3,explore,43,154.87
38071ebe,welcome,149,28.041
b89358fa,query,41,298.159
37ad3faf,welcome,46,28.981
388d08f0,query,17,458.621
b8a3ab17,explore,40,103.265
b961b7f3,query,19,361.025
b7b11343,query,50,374.444
b8f51d3a,query,17,437.321
b7b79d06,query,20,416.348
388d08f0,explore,163,167.76
38d0167a,query,47,455.173
383abed1,welcome,20,32.915
38c31cae,,49,
35b444af,index,4,25.481
38edf1a3,explore,22,50.998
b853d519,explore,22,162.202
b7006301,welcome,7,20.013
b9036d74,explore,22,107.098
38b0ba4b,index,29,57.325
b8da46e6,query,120,366.428
b8aff57d,explore,29,125.691
b826784b,query,22,313.663
37eb9889,query,150,428.785
38c46841,query,74,381.429
b8997f4c,explore,22,125.501
b72e9d50,explore,83,77.682
b8bba093,query,124,307.76
3472f217,welcome,11,27.406
b913fa3d,explore,105,130.646
b826ffe7,query,65,467.618
b8b6d7a6,,10,
39872d38,query,319,380.488
b8989f91,welcome,62,29.452
b816ed50,welcome,15,25.493
37c64359,explore,80,140.684
b8c69d26,query,51,195.521
391e2eeb,index,4,43.585
b7fddf00,query,185,368.554
380f0830,,46,
b915b875,,59,
b913fa3d,welcome,19,27.873
393d8a15,explore,82,157.802
391e2eeb,query,17,335.904
b895837d,query,25,313.533
b8884021,explore,164,139.684
38826074,query,45,336.106
37d6bbaf,explore,76,145.218
b98f6b2a,welcome,7,39.377
b9093311,query,22,269.438
38e7e056,explore,22,117.283
b89358fa,welcome,22,33.542
37c8fbf3,query,164,415.68
b6a42ef9,query,106,470.624
b800ff0e,query,146,367.701
b961b7f3,query,23,314.64
35cfb7c7,,113,
b8acdbe3,query,193,526.358
387e161c,explore,124,134.691
b6b8e96f,query,253,403.103
38ff8474,query,54,419.834
37e2e123,query,85,336.101
b8cfbab8,explore,79,134.925
b8e6681d,explore,102,132.269
b853d519,query,291,514.187
b7fa5fae,welcome,7,32.234
38acbfc9,query,231,431.145
b7dba582,welcome,36,26.047
b7599dee,index,9,57.427
b87c4065,query,108,276.296
38c46841,query,73,391.776
b7fa5fae,query,85,461.515
b9071e0f,,79,
b874f71a,query,65,287.707
b7ecd50e,welcome,23,23.465
b78e0dd7,welcome,35,30.474
38090141,query,217,357.058
b7f28310,welcome,7,21.865
382db31a,query,53,394.556
38e7e056,query,109,435.856
38876233,query,73,466.161
3.80E+08,query,17,405.814
b8b6d7a6,index,6,54.909
b8bb2174,index,4,20.191
39463fd5,query,68,400.167
38b09a88,welcome,36,16.343
37e2e123,explore,83,158.428
b87c4065,query,40,358.22
b836089c,query,17,391.727
37f37c41,explore,53,124.708
392269f6,,10,
b78b6241,query,31,408.529
388e7adf,query,17,462.005
38b53b45,welcome,7,30.297
b98ba0ac,,55,
b94a5b1f,welcome,31,22.191
380659cb,welcome,7,36.57
38d87afe,explore,115,127.614
38bf4757,,73,
b6958ebc,explore,123,118.166
38bf4757,explore,181,122.183
b8dd316b,query,157,398.817
b6958ebc,explore,22,56.448
b7cf0af2,welcome,33,30.949
382345b2,welcome,17,33.372
37a6168f,index,9,60.964
37f7103f,query,17,464.181
b914eada,explore,32,67.235
b92a4e3d,welcome,7,41.762
b7599dee,welcome,107,20.28
b63ebe25,query,38,364.62
38dbc151,explore,22,129.254
b78e0dd7,welcome,112,21.539
b92a4e3d,query,66,302.838
b8d56faf,query,257,362.432
384ccca7,explore,22,156.51
b78e0dd7,query,206,513.16
385d4712,,22,
b8c172c6,query,17,249.552
38946284,query,92,322.385
b780efe5,index,57,53.7
b802185b,welcome,7,26.194
38876233,query,55,376.438
38e75f40,welcome,13,30.135
b874f71a,explore,478,124.671
37eb9889,,10,
b7fa5fae,explore,142,110.563
38d3b1c9,index,20,72.134
b70bcb2c,,34,
b7851092,welcome,41,19.538
b9093311,query,133,345.636
b9073d39,query,211,386.365
b89e1007,query,194,374.489
b8e1fea6,explore,460,95.776
b83daced,query,97,501.492
b922e3e3,query,17,522.332
38be11d8,welcome,12,44.06
b97b1f52,query,67,513.937
b8b7a428,query,235,419.832
397850c1,explore,307,127.676
b69d376c,,10,
b9071e0f,explore,68,63.189
b9036d74,,10,
38a7586c,query,72,465.07
b7b187ea,,43,
b69d376c,welcome,40,39.774
38a7586c,explore,22,185.305
381e9853,index,24,60.473
b7dc6a9a,query,83,381.754
3901fa95,query,117,347.18
3845e841,explore,59,83.05
b9166fd4,explore,66,147.735
37295f54,query,61,469.313
b8a61c3d,explore,43,137.562
b63ebe25,query,26,292.894
37d6bbaf,explore,45,165.214
37e627d2,index,4,37.9
b8621b79,welcome,95,21.2
b853adc7,,42,
b8acdbe3,query,74,385.038
b8884021,query,69,386.977
b8c83caf,query,17,381.632
394107ce,explore,49,87.431
38a2afc1,index,9,49.57
38e2c522,explore,27,105.137
38b0ba4b,explore,87,100.889
b914eada,query,18,401.35
395db9dc,query,378,382.525
38b768a6,welcome,7,35.986
b836089c,query,177,316.058
3858424d,query,87,293.95
38f5c56b,explore,22,143.929
b925aacd,welcome,42,21.387
388e7adf,,41,
38090141,explore,243,88.011
b7006301,welcome,10,35.368
b6a42ef9,query,47,406.575
38498b7e,welcome,56,28.737
3791a42e,query,65,393.985
b7b187ea,query,75,249.817
377f7199,query,17,447.839
b7ca73fe,index,30,55.506
b826ffe7,query,106,388.075
b6990fc2,query,368,436.064
b9093311,explore,22,115.615
36a0d5ec,query,32,382.417
b8c69d26,explore,171,157.021
3884d3b8,welcome,19,32.691
b7b11343,query,35,432.743
38da9d49,query,17,309.416
b8a21496,query,172,407.795
379f5fd6,query,188,376.478
38826074,explore,76,101.638
b8e2850c,query,106,366.749
b6e9962b,query,19,404.571
3857dfc6,query,92,356.059
b6a42ef9,,10,
370571d4,explore,22,81.842
38c78d69,explore,82,115.234
b925aacd,query,136,387.189
b866983b,query,55,351.626
b85d00a8,explore,62,141.597
37eb9889,welcome,7,29.609
b94a5b1f,explore,99,109.742
38edf1a3,query,17,448.894
39449ddc,query,17,348.061
38250955,welcome,34,22.467
b800ff0e,query,17,349.998
b86cb46d,index,30,34.607
37eb9889,,49,
39041af1,query,39,257.52
3861d537,welcome,7,30.654
b7cd9fae,query,628,303.953
b8989f91,index,27,40.643
3959531f,welcome,38,42.946
38ff8474,query,19,372.769
b9166fd4,welcome,14,39.528
b72f7963,index,24,39.731
379b1d53,index,4,41.089
38a5e6dc,query,60,305.69
37c64359,,11,
b92cb918,query,115,436.063
b8391a61,index,20,53.102
37ab4274,,10,
b8b1fce4,welcome,49,29.903
3911c751,query,69,351.04
3801f09c,query,171,315.436
37c64359,explore,22,131.394
39872d38,query,17,426.276
b81aac1c,welcome,22,37.148
b8dd316b,query,17,415.073
38b0ba4b,query,92,346.912
39006782,explore,66,114.723
38acbfc9,query,37,364.411
37f82166,explore,22,86.256
b895837d,query,316,401.09
b6a42ef9,query,362,303.644
3912a215,query,17,398.581
37dbf1b8,explore,22,89.581
37f37c41,explore,47,94.599
38c9120d,welcome,22,34.658
3959531f,welcome,22,43.722
37b00432,index,18,48.717
b8acdbe3,query,195,389.284
b91b59ef,query,74,507.891
39463fd5,explore,176,147.076
b8a3ab17,explore,22,178.576
3899ea49,explore,113,131.498
379141c9,query,61,384.513
b8a3d144,query,168,284.742
37e627d2,query,60,335.318
39098b28,query,79,342.792
b78e3163,query,200,434.149
b6e9962b,index,5,59.094
370571d4,index,16,10.185
394107ce,explore,90,131.309
b8884021,query,133,344.857
b915b875,explore,144,103.061
3871107a,query,21,383.375
b8884021,index,5,37.474
b7599dee,query,89,427.922
b7c6f37d,query,150,370.788
b8d19bd2,explore,106,19.657
b853adc7,index,11,54.986
b94e2817,,54,
b6bfc32c,query,17,417.948
38edab26,query,224,333.812
3911c453,welcome,25,28.204
388c423e,query,91,373.505
b842859b,index,8,30.84
3794ed75,query,107,418.152
380f0830,query,45,267.025
387554d0,explore,87,122.349
37e627d2,welcome,22,51.093
37db1c2e,welcome,38,25.6
b888fdf7,explore,126,142.261
3899ea49,welcome,7,28.643
37db1c2e,query,200,420.445
384f2238,explore,22,132.784
b63ebe25,explore,30,143.699
b9315418,query,37,401.098
b89e1007,query,141,438.836
383abed1,welcome,85,24.647
b78ab09a,welcome,43,38.631
38bf4757,query,102,433.942
3928b75f,query,203,328.594
3962b232,explore,645,103.777
b7ecd50e,query,17,492.762
3905baf4,,224,
b961b7f3,index,39,58.713
b888fdf7,query,32,443.774
b9093311,query,61,391.158
38bf4757,,10,
38b768a6,explore,38,154.866
3910ea02,,45,
3911c453,explore,22,115.925
b898d23e,query,182,330.776
b904fd6c,explore,22,140.722
38b768a6,query,45,426.315
b8997506,welcome,98,43.172
3861d537,query,26,475.403
b78e3163,welcome,32,33.326
b72f7963,,89,
b7cf0af2,query,130,482.942
b76cdcea,query,17,439.772
b8a21496,query,130,322.046
b78ab09a,,186,
b8dd316b,query,100,299.758
3911c453,explore,45,113.211
b81e28fd,explore,470,119.442
37cca1bf,explore,22,162.794
397850c1,explore,94,128.542
b87cde16,query,35,340.803
b957115e,,64,
b8391a61,welcome,72,25.452
35cfb7c7,welcome,7,37.464
38dbc151,welcome,7,41.792
38876233,query,67,359.413
37eb9889,explore,196,106.959
38678694,,41,
370571d4,explore,54,165.469
b8656837,explore,118,23.576
37b3f54d,explore,54,125.643
37f7103f,,20,
38250955,query,43,361.305
38b53b45,query,29,444.684
b6bfc32c,explore,761,159.113
b7ca73fe,explore,50,137.699
b8f55c89,explore,22,75.018
39463fd5,explore,86,70.345
37cca1bf,welcome,9,35.725
b81e28fd,query,159,424.752
b8dd316b,explore,53,96.177
3744b737,query,17,385.223
387347f1,welcome,55,22.851
b7d41379,query,72,420.756
3827db44,explore,125,161.87
b9166fd4,query,192,413.922
b9058a3a,welcome,48,33.436
b78d0280,query,111,335.798
38b09a88,query,17,422.441
38b768a6,welcome,78,32.887
388c423e,explore,133,116.781
3.89E+41,welcome,32,47.044
b90fcff0,query,71,397.098
387fd3f2,index,4,43.82
38b157d8,query,78,429.637
382345b2,welcome,7,21.724
37b00432,query,266,385.738
b8391a61,welcome,40,30.955
b887db02,query,32,369.321
3912716d,welcome,64,39.734
3899ccda,explore,140,45.012
35cfb7c7,query,17,421.925
b8cc587b,explore,87,138.195
b6e9962b,query,160,340.437
b743e5c6,index,16,51.248
b8a57e40,explore,440,109.662
b7b79d06,explore,39,59.388
b826784b,,10,
b93c1e35,query,58,448.264
37f37c41,welcome,7,34.817
38b157d8,welcome,21,27.591
3962b232,query,50,411.714
3791a42e,query,17,500.016
b909b158,welcome,73,39.346
b887db02,query,143,411.319
b866983b,welcome,7,42.439
384ccca7,explore,41,69.662
b7851092,query,28,299.525
b8391a61,welcome,22,31.182
38e7e056,,41,
b8d358f0,query,230,399.21
37d6bbaf,welcome,12,18.028
b8e5a9d7,explore,52,114.841
3707fb77,query,43,351.02
38d0167a,,158,
b8884021,explore,164,188.331
b8cfbab8,query,33,388.685
3928b75f,query,295,382.213
b8884021,,25,
389a5a09,query,41,355.247
39463fd5,query,120,444.759
38dd988d,query,155,422.211
34a81b8f,query,83,466.459
38dd988d,query,67,317.646
b8621b79,query,50,444.701
b961b7f3,welcome,20,31.099
3801f09c,welcome,137,34.619
b7c6f37d,query,23,304.775
b8e5a9d7,welcome,7,32.785
3912a215,welcome,22,35.003
b874f71a,welcome,74,28.48
3884d3b8,index,11,22.799
387e161c,welcome,7,29.466
b9a11327,welcome,46,36.651
b922e3e3,welcome,39,44.722
3945ce3a,explore,22,79.998
3.92E+09,,63,
37e627d2,query,374,482.488
385539b2,query,61,440.004
3928b75f,welcome,22,25.248
385539b2,query,177,343.541
b7f5bb66,explore,41,100.095
b83f119a,explore,35,54.114
38dfb031,welcome,21,34.341
b98f6b2a,welcome,7,33.275
b8f55c89,explore,50,142.132
b9071e0f,explore,408,97.392
38b09a88,query,251,312.143
b8eb4d4e,,10,
3924671c,welcome,52,24.315
37db1c2e,query,182,380.045
b8aff57d,explore,40,79.322
3911c751,query,33,502.679
b826784b,query,105,390.682
b7f28310,query,17,368.462
36efb219,welcome,37,53.266
38dbc151,query,17,336.317
b853d519,query,219,381.532
b8adaed6,welcome,30,35.284
38ff8474,query,236,413.434
b78b6241,query,25,314.912
380659cb,welcome,48,41.866
38dd988d,index,4,54.827
b9093311,index,4,25.115
b836089c,index,4,52.802
b8075a0a,query,17,348.482
b7fddf00,explore,30,138.669
b8d19bd2,query,73,492.48
b888fdf7,query,19,393.213
b8989f91,query,79,378.804
b93a5bf5,welcome,51,14.49
b9036d74,explore,184,132.987
b63ebe25,query,40,225.266
b8e2850c,,159,
b8bb2174,welcome,7,38.234
38da9d49,explore,236,84.011
b826ffe7,index,44,23.228
b97c6f36,welcome,11,22.463
388473f3,welcome,17,17.587
3.89E+41,query,246,308.959
b880fe2e,query,56,441.838
b8d3ccd1,query,17,431.891
b4d56bdc,welcome,105,38.536
b8bb2174,query,17,374.716
37b3f54d,explore,317,106.885
b8b1fce4,query,111,393.97
b8bb2174,query,29,365.77
b88659dd,welcome,20,26.938
38da9d49,query,39,290.87
387950ec,index,52,26.126
3472f217,query,108,333.804
3791a42e,query,22,439.968
b816ed50,explore,50,154.089
388473f3,explore,100,57.443
35f3508e,query,95,300.585
38c31cae,welcome,7,40.859
38090141,query,106,392.843
b76cdcea,query,398,332.976
38dfb031,explore,179,97.57
38d3b1c9,index,19,29.077
386d2da5,explore,53,164.538
b8989f91,explore,128,108.615
b4d56bdc,welcome,83,26.157
387950ec,explore,94,115.841
3431e690,welcome,20,25.487
34a81b8f,explore,23,158.283
37dd5930,welcome,110,37.993
b8c0d87a,query,57,348.054
3882b813,query,17,348.498
b904fd6c,query,228,439.738
b8da46e6,explore,67,177.915
b8da93e2,query,62,385.176
388d08f0,query,70,287.763
391e2eeb,explore,22,68.705
38731251,query,147,306.938
b8160561,welcome,42,23.778
b8b0e081,query,17,453.913
3858424d,query,41,421.594
b9a11327,welcome,7,32.998
38aafec6,welcome,7,22.09
37dbf1b8,query,86,457.802
3.92E+09,query,232,344.779
b8d1dabb,,102,
b7e9cf39,query,81,340.071
3867b4fa,index,17,51.642
b81e28fd,query,20,398.207
37e627d2,query,21,349.475
37c64359,explore,68,86.407
39463fd5,query,100,423.862
38c9120d,welcome,149,23.025
392c9861,explore,81,36.985
3791a42e,explore,34,99.124
b8160561,query,23,410.336
37e627d2,welcome,7,19.444
38a5e6dc,explore,81,76.934
b9036d74,query,302,426.222
3801f09c,index,4,24.021
39244681,explore,532,122.688
395db9dc,welcome,32,15.886
b8c69d26,query,86,502.743
386d2da5,explore,129,158.265
35c5412f,explore,92,132.497
391e2eeb,explore,134,164.884
3858424d,query,51,338.603
b7ca73fe,query,65,368.967
34a81b8f,explore,82,130.814
b8a57e40,index,25,44.689
394107ce,explore,71,101.601
b92a4e3d,index,50,49.32
388d08f0,query,152,393.582
38e2c522,explore,69,52.429
b70bcb2c,explore,117,144.855
b7d41379,welcome,35,32.678
b8cc8870,query,38,494.116
b6f8d90b,query,178,341.545
b8f365e5,query,17,326.036
b957115e,explore,520,150.705
38c9120d,explore,263,132.57
3861d537,explore,22,139.924
3794ed75,explore,68,177.081
3912716d,index,5,40.3
38da9d49,index,4,40.47
38c46841,explore,22,136.9
b8989f91,index,36,57.785
38a53e49,explore,137,70.848
b6e567e4,explore,22,72.578
39163a9b,query,118,412.43
b8c83caf,query,17,317.31
b914e7a0,explore,152,61.058
3.88E+13,,30,
b925aacd,explore,22,98.386
b92cb918,query,74,259.309
b8a3ab17,query,32,333.281
38dd988d,query,459,331.687
38be11d8,query,67,346.402
b84369c5,index,128,63.218
3905baf4,query,17,388.583
b8075a0a,query,129,365.257
b87cde16,welcome,52,26.305
39463fd5,explore,32,89.032
b7f28310,explore,22,39.896
b83daced,welcome,94,33.466
b826ffe7,,62,
38d0167a,index,23,46.106
39449ddc,index,29,52.552
b7fa5fae,explore,103,132.11
b688a066,explore,33,78.591
371b2fbe,query,57,374.626
39041af1,index,14,36.182
b78ab09a,query,94,337.67
37e8bad2,,186,
b6e9962b,,218,
3849c6fb,explore,176,118.946
3.80E+08,welcome,9,32.081
b7e1c8a3,,16,
b92a4e3d,query,75,361.987
38e75f40,welcome,25,41.854
b880fe2e,explore,75,97.622
b73cf870,explore,128,105.479
b78e3163,,64,
38a5e6dc,explore,205,131.668
37295f54,query,35,272.228
b93c1e35,,106,
37e8bad2,welcome,58,29.517
b81aac1c,query,17,299.221
38fa3202,query,17,380.373
b98f41a7,query,27,319.56
38090141,query,109,409.819
37a1058d,query,33,440.72
38c8cabf,welcome,30,20.225
b9073d39,explore,85,154.716
38d9e91d,welcome,23,22.526
3827db44,explore,43,170.363
38731251,welcome,20,35.882
b7e1c8a3,explore,46,132.226
b88a09a7,query,17,392.61
39006782,welcome,10,39.448
b7eff8f0,welcome,40,44.078
b8c0d87a,explore,22,177.029
b7f5bb66,explore,358,72.235
38790dde,explore,26,115.924
3431e690,index,17,40.458
b73cf870,welcome,23,51.925
36b6fc81,explore,45,38.489
38a7586c,index,4,53.802
b9093311,explore,22,104.157
37921011,explore,52,72.698
3821abf6,welcome,7,28.215
b925aacd,query,472,351.94
b9036d74,,63,
39048856,explore,143,124.396
b7dba582,index,23,63.63
37e627d2,explore,72,131.456
36b6fc81,query,53,429.482
38fa3202,explore,73,100.083
b7599dee,query,100,349.416
b9011f98,welcome,42,29.501
b913fa3d,index,9,82.159
b8884021,query,71,329.633
38acbfc9,index,17,31.604
b922e3e3,explore,56,128.638
37f82166,explore,41,101.69
38da9d49,query,44,303.825
b7ecd50e,query,73,466.116
38e75f40,index,6,44.067
37e2e123,explore,76,68.906
b8997506,query,29,463.895
b842859b,,41,
37cca1bf,explore,144,123.458
b8b6d7a6,index,4,64.885
39041af1,explore,51,81.863
b8d66d35,explore,74,150.396
397850c1,query,133,396.999
387347f1,welcome,7,35.078
38dbc151,welcome,7,25.427
b98f6b2a,explore,106,41.613
b928afbe,query,69,478.096
38c46841,welcome,71,29.812
3845e841,explore,22,113.157
b922e3e3,welcome,7,27.463
b5da8408,explore,57,118.685
39163a9b,welcome,63,22.265
b72f7963,index,9,40.407
b97c6f36,query,17,415.239
b7b79d06,query,35,382.213
38250955,query,45,406.178
b7f5bb66,index,17,39.734
3794ed75,index,4,50.436
b7fddf00,query,245,345.597
37f9de59,query,17,404.598
35cfb7c7,query,450,456.042
38c78d69,query,187,390.997
b89f9db4,explore,116,168.956
b8997f4c,explore,22,97.614
38e7e056,query,17,443.574
b6990fc2,explore,138,107.293
b94e2817,explore,22,132.803
3926e692,explore,22,65.813
b914eada,explore,22,65.799
37cca1bf,query,35,332.708
390a543e,explore,55,160.791
38946284,welcome,8,27.527
391e2eeb,welcome,61,33.559
35c5412f,query,69,330.331
b84369c5,query,17,326.299
3926e692,explore,33,34.739
38c9120d,explore,88,103.952
38071ebe,welcome,57,34.85
b72e9d50,query,117,341.693
3.89E+41,,10,
b8bba093,query,30,381.707
385d4712,query,57,394.78
b8621b79,query,17,420.289
395db9dc,query,49,465.695
b816ed50,explore,22,177.337
b874f71a,query,17,358.218
b98ba0ac,query,17,387.148
390c3506,,13,
b7e1c8a3,query,17,364.777
38edab26,query,21,327.775
b63335a2,query,96,356.634
b8083d73,welcome,7,31.452
396c890c,welcome,28,23.828
b78b6241,welcome,34,37.994
b8da93e2,welcome,7,28.644
b9322811,query,292,385.708
b7d41379,explore,102,151.641
3821abf6,query,278,342.026
37ad3faf,query,30,408.699
37a1058d,query,17,408.806
396c890c,welcome,16,39.592
385539b2,query,177,372.198
37c8fbf3,query,53,407.355
b78b6241,,36,
b97c6f36,welcome,94,39.402
b7150245,explore,230,84.684
b73cf870,query,214,343.271
b6b8e96f,welcome,14,10.136
b8e2850c,query,17,314.868
380659cb,query,81,420.474
b8c09db8,explore,134,154.979
b816ed50,welcome,32,22.79
38c354f3,query,17,448.581
b8e1fea6,query,17,438.781
b8f55c89,query,160,485.447
b7d41379,index,29,48.656
b922e3e3,explore,42,118.245
b7851092,query,17,380.58
38dd988d,,25,
3845e841,explore,24,168.652
b8b6d7a6,query,128,423.206
b9058a3a,explore,38,76.766
35cfb7c7,explore,138,93.699
37c8fbf3,query,71,298.364
3911c751,query,37,381.267
b76cdcea,query,136,287.829
37db1c2e,query,35,383.715
38731251,index,4,40.824
38acbfc9,query,140,394.694
b891a53e,explore,39,100.276
b8569c03,explore,89,134.531
38551544,welcome,76,24.036
b9036d74,explore,51,94.272
b8075a0a,welcome,37,37.514
b8cfbab8,welcome,92,36.438
3744b737,,197,
b8e6681d,welcome,21,38.458
396a04f5,query,17,400.88
b88a09a7,explore,245,145.965
38d0167a,,28,
387fd3f2,query,123,338.861
385b8ebd,query,163,349.899
b92a4e3d,explore,38,75.457
b7e1c8a3,welcome,41,42.808
b914e7a0,query,17,312.146
b8bff102,query,182,489.026
3809ff9f,explore,370,150.236
b98f6b2a,query,298,445.696
b7f5bb66,explore,55,97.691
38551544,index,20,31.132
b7b187ea,welcome,7,32.896
381dc512,explore,173,156.663
396c890c,index,4,43.181
390d228a,explore,118,87.216
b8f365e5,welcome,13,31.162
388cea01,query,159,470.563
b99b685a,explore,29,124.114
b802185b,welcome,13,19.647
391e2eeb,query,24,305.781
39244681,index,6,73.449
b8d19bd2,index,9,42.027
b83daced,welcome,63,36.642
b8da46e6,query,115,363.879
b8b6d7a6,index,54,31.837
3.80E+08,explore,91,166.837
386d2da5,explore,118,154.518
37db1c2e,query,134,339.767
b8391a61,explore,265,129.824
b8a57e40,query,90,404.077
3861d537,explore,85,123.805
37f9de59,explore,41,214.432
38498b7e,explore,210,158.028
b8463fd8,query,516,335.667
b78e0dd7,query,141,467.005
b8f51d3a,welcome,7,32.165
392c9861,query,28,247.861
3.80E+08,index,6,49.994
38dfb031,explore,22,144.923
36d0a1dc,welcome,21,18.482
3867b4fa,query,17,362.193
b7b187ea,explore,177,99.769
34a81b8f,,10,
b6958ebc,explore,80,153.384
b7cd9fae,index,8,42.385
35f3508e,explore,143,78.932
37dd5930,query,161,326.24
b78e3163,welcome,16,25.528
b8dd316b,explore,82,131.905
38551544,query,25,402.535
b83daced,welcome,18,27.862
b8c09db8,welcome,103,15.793
371b2fbe,query,25,371.095
b727c7ed,explore,59,16.35
3.89E+41,query,17,437.732
b8e5a9d7,query,145,353.493
b80488d1,explore,109,70.981
b688a066,welcome,92,18.821
b8bba093,welcome,30,39.354
39041af1,query,17,381.472
38dd988d,index,11,56.348
35cfb7c7,explore,138,113.329
b89f9db4,query,108,418.19
38498b7e,welcome,65,27.945
b891a53e,explore,95,104.883
b7711fd2,query,244,354.953
b7ecd50e,query,26,394.295
38c31cae,index,4,68.391
38551544,explore,22,135.052
b8d19bd2,query,28,382.549
39185800,query,146,315.874
b800ff0e,welcome,83,30.126
38a9f6f5,query,18,308.263
38ebf974,welcome,7,53.694
b7e1c8a3,query,88,371.559
38b0ba4b,explore,27,161.166
38b53b45,explore,22,104.742
b9071e0f,index,31,35.912
380f0830,query,44,353.726
388cea01,query,20,338.377
390d228a,explore,190,68.768
b6990fc2,welcome,7,31.26
38a53e49,query,50,407.666
b891a53e,index,27,32.194
b78ab09a,explore,227,114.871
b922e3e3,,10,
b8083d73,query,92,368.122
39449ddc,query,17,409.042
36b6fc81,explore,267,111.703
b78b6241,query,27,412.984
b7d41379,query,37,417.186
38678694,welcome,33,44.591
37c8fbf3,index,5,43.559
b6b8e96f,explore,318,147.326
38090141,welcome,20,28.68
b72e9d50,welcome,10,19.987
b8f55c89,index,22,58.788
b8bb2174,welcome,7,27.145
b7150245,query,67,313.517
37e627d2,welcome,72,30.541
b63ebe25,explore,24,141.531
b891a53e,,10,
b99b685a,,10,
3.92E+09,index,4,44.214
b821442d,query,43,460.793
37a1058d,query,173,377.276
b9071e0f,index,51,49.745
b92cb918,index,46,35.611
3911c453,explore,87,58.908
b8075a0a,query,199,393.231
38a53e49,explore,242,31.218
b8c0d87a,query,17,283.044
b853adc7,query,75,413.485
b8656837,welcome,63,22.406
3744b737,query,21,449.217
b7f5bb66,welcome,36,22.24
b85d00a8,welcome,14,16.869
381dc512,welcome,27,38.312
b803639d,explore,133,130.954
b68320d1,explore,47,147.697
b8a61c3d,query,121,413.712
b8a3ab17,welcome,12,15.691
38106d1a,index,42,52.563
b95624a3,welcome,61,34.403
39163a9b,query,58,352.732
b8a57e40,explore,90,109.777
3910ea02,explore,94,78.055
3901fa95,query,48,475.787
b8f55c89,welcome,7,38.153
38071ebe,welcome,21,25.026
b93c1e35,,23,
b925aacd,query,81,418.719
38edab26,query,20,485.72
37f9de59,explore,271,92.238
b826784b,query,40,432.076
38da9d49,welcome,7,38.709
3969e39d,query,72,460.31
b957115e,explore,56,137.508
3809ff9f,welcome,9,32.917
b821442d,welcome,7,38.741
388cea01,query,83,411.016
b8e6681d,query,86,483.549
38c354f3,welcome,63,35.724
b98f41a7,welcome,20,42.205
b8d56faf,explore,22,54.868
b98ba0ac,query,163,350.23
389a5a09,welcome,7,33.757
3791a42e,query,54,423.062
b78e3163,explore,244,94.214
3857dfc6,query,17,314.605
38c9120d,index,7,73.648
3884d3b8,,29,
b84369c5,query,198,395.316
37dbf1b8,explore,196,171.838
387950ec,explore,274,100.878
b8cfbab8,explore,84,206.032
37ab4274,query,96,401.317
3926e692,,10,
b7dba582,welcome,144,34.741
b817c50e,welcome,29,28.437
b92cb918,welcome,15,32.446
b904fd6c,,10,
39048856,,109,
b88659dd,query,76,481.365
37f9de59,query,30,304.064
b78e0dd7,query,17,378.971
36a0d5ec,explore,32,133.458
b895837d,,10,
38aafec6,query,17,321.289
b99b685a,,44,
37b00432,query,54,432.464
b98f41a7,query,128,367.108
38946284,welcome,82,39.219
b898d23e,index,4,53.214
3867b4fa,query,68,384.836
b7599dee,welcome,39,26.164
38b157d8,query,122,312.071
39463fd5,explore,48,97.612
38c78d69,,39,
38b6b950,index,5,28.93
b891a53e,query,73,318.345
b79faab0,index,12,50.929
b8acdbe3,,77,
b70bcb2c,welcome,17,28.829
38c9120d,query,107,277.078
b803639d,explore,22,99.806
b914eada,,10,
392c9861,,21,
39872d38,,24,
b86cb46d,explore,266,193.91
b8569c03,explore,199,186.416
35c5412f,query,25,333.931
b803639d,,10,
38826074,index,5,32.943
37dbf1b8,query,75,349.017
b7b59c98,explore,96,116.649
b97c6f36,welcome,7,23.769
b8bb2174,query,77,397.825
38d0167a,explore,22,96.423
b8aff57d,query,37,322.401
3472f217,index,4,41.666
37dbf1b8,,83,
379141c9,welcome,17,31.909
b8e2850c,query,235,399.697
b8a21496,index,4,45.357
b8a61c3d,index,18,48.335
b895837d,query,159,430.742
397850c1,welcome,32,15.09
b68320d1,welcome,13,26.474
b83daced,explore,31,82.533
3899ccda,welcome,50,47.638
37b3f54d,query,86,331.6
b8a7d0b8,explore,36,145.837
396c890c,welcome,7,26.218
36b6fc81,,10,
38d87afe,welcome,9,29.001
37d6bbaf,explore,200,92.749
b9073d39,index,4,38.227
b7cd9fae,welcome,9,38.573
37e627d2,query,87,333.814
37d6bbaf,explore,190,80.324
38ff8474,welcome,7,31.411
b821442d,query,220,306.874
37ab4274,welcome,90,27.408
b8e6681d,welcome,16,34.091
370571d4,query,18,404.512
383abed1,welcome,152,14.169
b8997506,explore,116,97.934
b81aac1c,query,24,429.071
b69d376c,index,29,61.518
b7f5bb66,welcome,110,29.208
3809ff9f,welcome,34,22.047
38ef3cac,welcome,31,26.31
b688a066,index,4,48.841
385539b2,welcome,107,43.894
3821abf6,explore,258,83.104
38b157d8,query,17,419.598
b7150245,query,20,277.406
b8da46e6,query,64,309.958
387554d0,welcome,96,20.579
3858424d,query,40,400.439
b8a3d144,explore,125,105.773
b78e0dd7,explore,43,147.481
b867a142,query,103,366.353
